,Dist_Code,Year,State_Code,State_Name,Dist_Name,Rice_Area,RICE_PRODUCTION,ANNUAL_RAIN,avg_rain,Nitrogen,POTASH,PHOSPHATE,RICE_YIELD
760,77,2010,5,Karnataka,Bidar,4.93,3.87,1040.0,56.66666667,15799,3717,16214,784.99
761,77,2011,5,Karnataka,Bidar,6.49,4.46,719.0,37.25,18440,4463,21223,687.21
762,77,2012,5,Karnataka,Bidar,4.94,4.88,762.5,48.29166667,14379,3936,11800,987.85
763,77,2013,5,Karnataka,Bidar,3.57,5.54,988.8,52.98333333,14962,1961,5995,1551.82
764,77,2014,5,Karnataka,Bidar,2.06,1.99,643.1,44.03333333,15892,3701,12933,966.02
765,77,2015,5,Karnataka,Bidar,1.55,1.32,659.6,49.81666667,13481,1988,12312,851.61
766,78,2005,5,Karnataka,Raichur,257.05,698.79,827.0,55.16666667,102236,38458,57449,2718.5
767,78,2006,5,Karnataka,Raichur,213.97,655.51,563.0,45.16666667,93110,30243,51340,3063.56
768,78,2007,5,Karnataka,Raichur,235.42,743.07,707.8,54.31666667,114576,51051,51359,3156.36
769,78,2008,5,Karnataka,Raichur,240.15,786.48,348.0,31.83333333,114482,39979,64152,3274.95
770,78,2009,5,Karnataka,Raichur,250.4,737.75,1178.6,97.1,126635,52307,70310,2946.29
771,78,2010,5,Karnataka,Raichur,252.89,787.56,653.0,43.0,151135,46026,103845,3114.24
772,78,2011,5,Karnataka,Raichur,218.77,660.4,358.0,22.08333333,154851,43364,106305,3018.7
773,78,2012,5,Karnataka,Raichur,228.59,735.3,411.9,27.05,139690,28573,54514,3216.68
774,78,2013,5,Karnataka,Raichur,254.24,836.0,757.1,52.66666667,134118,31893,59898,3288.23
775,78,2014,5,Karnataka,Raichur,237.74,733.65,651.5,49.075,154184,44036,71510,3085.93
776,78,2015,5,Karnataka,Raichur,166.0,527.46,568.2,44.6,123951,29914,66207,3177.47
777,79,2005,5,Karnataka,Gulbarga / Kalaburagi,90.14,249.49,877.0,56.08333333,44168,11261,34608,2767.81
778,79,2006,5,Karnataka,Gulbarga / Kalaburagi,87.24,188.81,593.0,45.25,48051,12114,36575,2164.26
779,79,2007,5,Karnataka,Gulbarga / Kalaburagi,90.81,223.25,764.2,56.64166667,46674,13153,29153,2458.43
780,79,2008,5,Karnataka,Gulbarga / Kalaburagi,92.74,216.61,535.0,39.58333333,54701,14893,45136,2335.67
781,79,2009,5,Karnataka,Gulbarga / Kalaburagi,79.47,180.69,861.6,68.05,65468,23486,51561,2273.69
782,79,2010,5,Karnataka,Gulbarga / Kalaburagi,100.31,205.31,881.0,53.08333333,66116,17666,56727,2046.76
783,79,2011,5,Karnataka,Gulbarga / Kalaburagi,73.06,139.12,593.0,33.08333333,65757,11768,62120,1904.19
784,79,2012,5,Karnataka,Gulbarga / Kalaburagi,67.09,90.94,667.7,43.65833333,56063,11111,34538,1355.49
785,79,2013,5,Karnataka,Gulbarga / Kalaburagi,74.68,147.94,838.9,53.83333333,59590,11337,34239,1980.99
786,79,2014,5,Karnataka,Gulbarga / Kalaburagi,87.77,225.47,735.6,52.625,68635,19222,46672,2568.87
787,79,2015,5,Karnataka,Gulbarga / Kalaburagi,53.56,108.01,595.3,44.45833333,68344,9597,50293,2016.62
788,80,2005,5,Karnataka,Dakshina Kannada,119.4,285.86,3830.0,229.5,8426,10958,5242,2394.14
789,80,2006,5,Karnataka,Dakshina Kannada,119.19,292.41,4034.0,254.33333330000002,9498,10920,5153,2453.31
790,80,2007,5,Karnataka,Dakshina Kannada,117.95,275.29,4076.0,256.7916667,8138,12173,4435,2333.96
791,80,2008,5,Karnataka,Dakshina Kannada,116.88,274.39,3190.0,210.25,9778,8338,5586,2347.62
792,80,2009,5,Karnataka,Dakshina Kannada,112.41,262.34,3815.9,178.8833333,10673,9588,7237,2333.78
793,80,2010,5,Karnataka,Dakshina Kannada,110.97,261.18,4471.0,266.5833333,11914,7657,6338,2353.61
794,80,2011,5,Karnataka,Dakshina Kannada,110.5,268.07,4293.0,265.3333333,10702,8445,5633,2425.97
795,80,2012,5,Karnataka,Dakshina Kannada,105.81,268.86,3374.8,224.5,10654,6436,4462,2540.97
796,80,2013,5,Karnataka,Dakshina Kannada,106.93,288.23,4284.6,236.5916667,9056,5224,3739,2695.5
797,80,2014,5,Karnataka,Dakshina Kannada,101.9,270.35,3704.1,214.6083333,11462,8284,5712,2653.09
798,80,2015,5,Karnataka,Dakshina Kannada,98.3,253.36,3289.3,189.68333330000002,10512,8148,5753,2577.42
799,81,2005,5,Karnataka,Uttara Kannada,82.31,166.65,3057.0,161.83333330000002,5863,3339,3798,2024.66
800,81,2006,5,Karnataka,Uttara Kannada,81.18,163.02,3240.0,200.5,6209,3288,4314,2008.13
801,81,2007,5,Karnataka,Uttara Kannada,80.98,163.29,3491.5,223.41666669999998,5917,3290,3558,2016.42
802,81,2008,5,Karnataka,Uttara Kannada,80.49,122.44,2574.0,171.91666669999998,8421,4147,6621,1521.18
803,81,2009,5,Karnataka,Uttara Kannada,80.27,155.25,3103.7,140.925,8060,3974,7088,1934.1
804,81,2010,5,Karnataka,Uttara Kannada,79.02,150.72,2879.0,155.91666669999998,7517,4506,5084,1907.37
805,81,2011,5,Karnataka,Uttara Kannada,75.75,155.4,3237.0,191.33333330000002,7479,2501,6159,2051.49
806,81,2012,5,Karnataka,Uttara Kannada,74.28,150.07,3034.9,187.0083333,6021,2163,2789,2020.33
807,81,2013,5,Karnataka,Uttara Kannada,69.97,170.32,3649.2,177.5916667,7263,2211,3245,2434.19
808,81,2014,5,Karnataka,Uttara Kannada,68.51,152.7,3289.8,176.44166669999998,8111,2954,4327,2228.87
809,81,2015,5,Karnataka,Uttara Kannada,67.34,111.64,2135.7,137.8,10040,3362,4547,1657.86
810,82,2005,5,Karnataka,Kodagu / Coorg,35.31,81.22,3327.0,183.91666669999998,13122,12474,8776,2300.2
811,82,2006,5,Karnataka,Kodagu / Coorg,34.62,85.32,2932.0,175.08333330000002,15991,11001,9223,2464.47
812,82,2007,5,Karnataka,Kodagu / Coorg,37.2,95.48,3760.1,206.9916667,15964,12256,9860,2566.67
813,82,2008,5,Karnataka,Kodagu / Coorg,35.36,84.78,2116.0,142.08333330000002,17791,13677,10824,2397.62
814,82,2009,5,Karnataka,Kodagu / Coorg,34.84,85.14,2500.9,98.56666667,19661,21108,12556,2443.74
815,82,2010,5,Karnataka,Kodagu / Coorg,35.44,93.45,2647.0,159.66666669999998,21604,15030,15503,2636.85
816,82,2011,5,Karnataka,Kodagu / Coorg,34.22,93.23,3077.0,196.5,20817,16785,19071,2724.43
817,82,2012,5,Karnataka,Kodagu / Coorg,31.37,77.78,1807.7,120.33333329999999,14257,12043,7733,2479.44
818,82,2013,5,Karnataka,Kodagu / Coorg,32.03,92.21,3031.3,155.1333333,18302,12656,11060,2878.86
819,82,2014,5,Karnataka,Kodagu / Coorg,30.96,86.9,2630.0,140.35,19627,14582,11158,2806.85
820,82,2015,5,Karnataka,Kodagu / Coorg,28.34,76.49,2486.6,173.6333333,22217,17542,13246,2699.01
821,83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,156.12,645.34,902.6,68.95833333,42189,6873,14687,4133.62
822,83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,181.39,843.36,905.3,64.16666667,43956,7630,14125,4649.43
823,83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,158.23,716.1,907.8,71.40833333,42130,6869,14755,4525.69
824,83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,199.14,748.5,2256.8,179.55,44942,7797,16786,3758.66
825,84,2005,11,Tamil Nadu,South Arcot / Cuddalore,282.73,730.28,1901.9,155.075,71970,34392,37601,2582.96
826,84,2006,11,Tamil Nadu,South Arcot / Cuddalore,250.22,888.49,1350.2,109.35,71220,28220,35413,3550.84
827,84,2007,11,Tamil Nadu,South Arcot / Cuddalore,248.2,815.45,1222.4,93.19166667,55950,24614,20693,3285.46
828,84,2008,11,Tamil Nadu,South Arcot / Cuddalore,254.46,675.02,1836.8,148.15,67720,37549,20707,2652.75
829,84,2009,11,Tamil Nadu,South Arcot / Cuddalore,259.97,790.79,1068.8,83.95,72927,38121,25485,3041.85
830,84,2010,11,Tamil Nadu,South Arcot / Cuddalore,265.75,813.52,1547.0,125.89166670000002,80610,37203,31272,3061.22
831,84,2011,11,Tamil Nadu,South Arcot / Cuddalore,250.84,719.86,-1.0,15.38333333,94592,29852,39832,2869.8
832,84,2012,11,Tamil Nadu,South Arcot / Cuddalore,227.55,735.82,882.8,68.95,90108,19499,34128,3233.66
833,84,2013,11,Tamil Nadu,South Arcot / Cuddalore,297.93,1362.57,977.7,78.3,87590,21849,28359,4573.46
834,84,2014,11,Tamil Nadu,South Arcot / Cuddalore,306.16,1474.55,1217.9,98.025,94608,27515,32796,4816.27
835,84,2015,11,Tamil Nadu,South Arcot / Cuddalore,322.29,1280.44,1705.7,135.2,105656,24957,36848,3972.94
836,85,2005,11,Tamil Nadu,North Arcot / Vellore,200.9,560.98,4508.0,368.2416667,53759,17936,23817,2792.33
837,85,2006,11,Tamil Nadu,North Arcot / Vellore,153.15,495.24,884.6,70.85,59161,18618,26736,3233.69
838,85,2007,11,Tamil Nadu,North Arcot / Vellore,156.48,534.28,1145.9,79.99166667,59285,26904,23876,3414.37
839,85,2008,11,Tamil Nadu,North Arcot / Vellore,149.31,489.81,857.9,65.60833333,71039,32173,21804,3280.49
840,85,2009,11,Tamil Nadu,North Arcot / Vellore,144.95,460.81,1096.8,85.98333333,64225,29299,25559,3179.1
841,85,2010,11,Tamil Nadu,North Arcot / Vellore,168.71,510.52,953.1,69.15,71662,26532,28271,3026.02
842,85,2011,11,Tamil Nadu,North Arcot / Vellore,101.93,453.75,-1.0,11.53333333,78168,21973,33891,4451.58
843,85,2012,11,Tamil Nadu,North Arcot / Vellore,127.48,478.31,809.9,56.65,75547,15918,26116,3752.04
844,85,2013,11,Tamil Nadu,North Arcot / Vellore,122.0,551.9,792.6,61.55,68177,15076,20806,4523.77
845,85,2014,11,Tamil Nadu,North Arcot / Vellore,129.71,633.96,685.7,51.36666667,61652,14509,20789,4887.52
846,85,2015,11,Tamil Nadu,North Arcot / Vellore,190.65,752.96,1359.2,108.55,83073,15341,27642,3949.44
847,86,2005,11,Tamil Nadu,Salem,107.16,349.33,1216.0,94.49166667,35249,29685,19773,3259.89
848,86,2006,11,Tamil Nadu,Salem,81.65,284.6,915.2,73.76666667,50315,29250,26827,3485.61
849,86,2007,11,Tamil Nadu,Salem,67.7,235.45,952.8,69.89166667,49432,32018,25940,3477.84
850,86,2008,11,Tamil Nadu,Salem,78.83,317.71,1107.4,84.3,62134,41013,29175,4030.32
851,86,2009,11,Tamil Nadu,Salem,71.87,297.07,1020.4,81.14166667,60407,36026,33002,4133.44
852,86,2010,11,Tamil Nadu,Salem,86.56,365.08,1239.3,93.95,64046,43575,38045,4217.65
853,86,2011,11,Tamil Nadu,Salem,83.06,380.75,-1.0,17.84166667,73319,30890,46145,4584.04
854,86,2012,11,Tamil Nadu,Salem,48.23,199.06,831.5,61.00833333,57696,20789,30013,4127.31
855,86,2013,11,Tamil Nadu,Salem,85.72,423.97,830.9,65.475,50209,18903,24409,4945.99
856,86,2014,11,Tamil Nadu,Salem,67.32,345.33,857.7,69.625,61297,23226,27280,5129.68
857,86,2015,11,Tamil Nadu,Salem,92.85,434.67,1135.3,91.95,67254,23667,34285,4681.42
858,87,2005,11,Tamil Nadu,Coimbatore,103.4,253.24,1334.9,104.85833329999998,61252,38386,27956,2449.13
859,87,2006,11,Tamil Nadu,Coimbatore,99.59,308.0,765.6,61.94166667,58951,37810,29953,3092.68
860,87,2007,11,Tamil Nadu,Coimbatore,95.15,184.01,721.8,56.89166667,58576,41957,23882,1933.89
861,87,2008,11,Tamil Nadu,Coimbatore,104.49,194.89,1223.0,84.18333333,54327,40816,22574,1865.15
862,87,2009,11,Tamil Nadu,Coimbatore,104.1,223.42,847.9,69.6,52219,37414,23264,2146.21
863,87,2010,11,Tamil Nadu,Coimbatore,101.47,242.76,856.2,68.01666667,57246,36338,24290,2392.48
864,87,2011,11,Tamil Nadu,Coimbatore,100.52,369.22,-1.0,22.625,55554,32563,28085,3672.92
865,87,2012,11,Tamil Nadu,Coimbatore,85.87,248.58,559.5,42.6,45896,18072,17160,2894.67
866,87,2013,11,Tamil Nadu,Coimbatore,78.57,151.73,898.3,64.34166667,40033,19666,14530,1931.27
867,87,2014,11,Tamil Nadu,Coimbatore,74.8,320.06,1221.9,82.675,46296,26260,19380,4278.88
868,87,2015,11,Tamil Nadu,Coimbatore,80.98,291.01,992.8,78.38333333,52116,25517,21137,3593.32
869,88,2005,11,Tamil Nadu,Tiruchirapalli / Trichy,173.54,521.63,1345.4,105.45,70761,41776,40179,3005.87
870,88,2006,11,Tamil Nadu,Tiruchirapalli / Trichy,153.61,572.58,760.5,63.325,88430,56503,46555,3727.38
871,88,2007,11,Tamil Nadu,Tiruchirapalli / Trichy,137.92,476.5,881.1,70.41666667,100454,63639,47694,3454.82
872,88,2008,11,Tamil Nadu,Tiruchirapalli / Trichy,154.76,576.85,1058.8,79.23333333,105578,67656,44864,3727.25
873,88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,147.36,576.62,675.8,55.61666667,95992,56997,42764,3912.95
874,88,2010,11,Tamil Nadu,Tiruchirapalli / Trichy,150.38,598.76,962.7,76.39166667,95911,51291,43088,3981.63
875,88,2011,11,Tamil Nadu,Tiruchirapalli / Trichy,144.77,638.76,-1.0,8.066666667,107788,47674,54336,4412.36
876,88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,85.54,259.44,419.8,34.98333333,83411,24631,33495,3032.89
877,88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,115.8,589.95,522.9,43.46666667,78183,25227,29089,5094.65
878,88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,125.77,609.89,535.9,43.54166667,84259,32101,33209,4849.1
879,88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,137.32,601.54,864.4,70.94166667,91864,33772,40816,4380.47
880,89,2005,11,Tamil Nadu,Thanjavur,483.03,837.03,1464.2,117.63333329999999,94647,34755,32993,1732.86
881,89,2006,11,Tamil Nadu,Thanjavur,519.19,1866.86,841.7,69.99166667,82446,34987,30058,3595.75
882,89,2007,11,Tamil Nadu,Thanjavur,468.18,1133.67,1067.6,85.925,72779,38143,26167,2421.46
883,89,2008,11,Tamil Nadu,Thanjavur,539.92,855.04,1448.8,115.9,94697,43098,35622,1583.66
884,89,2009,11,Tamil Nadu,Thanjavur,501.16,1400.38,1296.7,107.16666670000001,95495,41857,38296,2794.29
885,89,2010,11,Tamil Nadu,Thanjavur,496.12,1140.85,1373.8,111.15833329999998,86317,36841,33712,2299.56
886,89,2011,11,Tamil Nadu,Thanjavur,450.12,1813.04,-1.0,10.325,100022,33438,44196,4027.91
887,89,2012,11,Tamil Nadu,Thanjavur,450.22,834.93,685.5,54.49166667,73799,16343,23575,1854.48
888,89,2013,11,Tamil Nadu,Thanjavur,507.5,2316.46,715.7,58.68333333,92679,23701,29859,4564.48
889,89,2014,11,Tamil Nadu,Thanjavur,543.51,2195.63,910.6,71.575,96777,26749,31477,4039.75
890,89,2015,11,Tamil Nadu,Thanjavur,548.65,1696.83,1103.8,88.05833333,101131,27026,36700,3092.72
891,90,2005,11,Tamil Nadu,Madurai,110.43,375.08,1258.3,98.975,52129,26845,24464,3396.54
892,90,2006,11,Tamil Nadu,Madurai,100.76,412.98,814.7,67.88333333,53553,21012,23726,4098.65
893,90,2007,11,Tamil Nadu,Madurai,93.54,344.38,766.6,63.15,46911,24532,18588,3681.63
894,90,2008,11,Tamil Nadu,Madurai,101.92,420.18,998.2,78.4,67143,37996,23934,4122.65
895,90,2009,11,Tamil Nadu,Madurai,83.01,360.18,834.2,60.875,59534,33398,25507,4339.0
896,90,2010,11,Tamil Nadu,Madurai,94.77,432.12,1225.9,98.15833333,63394,31028,26168,4559.67
897,90,2011,11,Tamil Nadu,Madurai,99.54,486.75,-1.0,15.375,65922,29105,30940,4889.99
898,90,2012,11,Tamil Nadu,Madurai,37.82,143.45,548.4,43.35,45159,12958,19542,3792.97
899,90,2013,11,Tamil Nadu,Madurai,52.0,240.54,610.2,50.48333333,39164,13229,17355,4625.77
900,90,2014,11,Tamil Nadu,Madurai,73.63,340.08,744.2,60.68333333,46643,14709,20325,4618.77
901,90,2015,11,Tamil Nadu,Madurai,85.6,354.99,1002.5,81.71666667,51926,17755,22215,4147.08
902,91,2005,11,Tamil Nadu,Ramananthapuram,248.1,538.3,1274.8,102.2,27141,8226,9436,2169.69
903,91,2006,11,Tamil Nadu,Ramananthapuram,244.55,490.85,1634.5,136.0916667,30203,5966,9900,2007.16
904,91,2007,11,Tamil Nadu,Ramananthapuram,228.71,201.91,787.8,62.90833333,19192,6499,6670,882.82
905,91,2008,11,Tamil Nadu,Ramananthapuram,242.13,439.72,1477.9,120.55833329999999,32608,9964,13455,1816.05
906,91,2009,11,Tamil Nadu,Ramananthapuram,237.84,437.7,565.6,47.13333333,27916,9234,11565,1840.31
907,91,2010,11,Tamil Nadu,Ramananthapuram,245.9,536.94,1104.6,88.35833333,27649,8468,10964,2183.57
908,91,2011,11,Tamil Nadu,Ramananthapuram,242.4,866.89,-1.0,8.183333333,29106,7408,10287,3576.28
909,91,2012,11,Tamil Nadu,Ramananthapuram,210.11,239.34,536.5,43.35833333,22617,4353,8690,1139.12
910,91,2013,11,Tamil Nadu,Ramananthapuram,196.9,148.16,579.9,47.75833333,13434,2426,5416,752.46
911,91,2014,11,Tamil Nadu,Ramananthapuram,201.57,729.45,935.7,77.95833333,22446,5568,6793,3618.84
912,91,2015,11,Tamil Nadu,Ramananthapuram,212.4,593.55,1018.9,82.95833333,31571,4852,11153,2794.49
913,92,2005,11,Tamil Nadu,Thirunelveli,106.33,390.89,1022.6,78.34166667,37526,16964,14678,3676.2
914,92,2006,11,Tamil Nadu,Thirunelveli,113.26,479.28,1177.0,95.85833333,40452,16020,15874,4231.68
915,92,2007,11,Tamil Nadu,Thirunelveli,101.77,388.68,840.3,66.025,36704,17517,10605,3819.2
916,92,2008,11,Tamil Nadu,Thirunelveli,113.72,482.37,1286.7,103.9833333,45232,21494,18456,4241.73
917,92,2009,11,Tamil Nadu,Thirunelveli,105.54,452.56,677.1,56.36666667,42198,19654,15954,4288.04
918,92,2010,11,Tamil Nadu,Thirunelveli,99.77,441.26,835.1,64.30833333,40109,14865,13638,4422.77
919,92,2011,11,Tamil Nadu,Thirunelveli,121.6,441.97,-1.0,16.35,38383,15445,16218,3634.62
920,92,2012,11,Tamil Nadu,Thirunelveli,51.63,207.05,724.1,59.00833333,30088,5927,12936,4010.27
921,92,2013,11,Tamil Nadu,Thirunelveli,74.01,418.44,918.4,72.325,25544,6746,9645,5653.83
922,92,2014,11,Tamil Nadu,Thirunelveli,101.1,517.33,1350.8,111.39166670000002,35144,7232,12627,5117.01
923,92,2015,11,Tamil Nadu,Thirunelveli,117.07,563.01,1547.7,127.79166670000001,42568,8957,14752,4809.17
924,93,2005,11,Tamil Nadu,The Nilgiris,1.43,4.72,2401.3,162.5166667,3824,4543,1346,3300.7
925,93,2006,11,Tamil Nadu,The Nilgiris,1.25,4.0,1658.5,125.28333329999998,3200,4284,1540,3200.0
926,93,2007,11,Tamil Nadu,The Nilgiris,1.11,4.29,1872.8,132.7,3348,3547,1390,3864.86
927,93,2008,11,Tamil Nadu,The Nilgiris,0.78,3.05,2216.6,155.2333333,3697,4539,1827,3910.26
928,93,2009,11,Tamil Nadu,The Nilgiris,0.51,1.78,1044.4,87.03333333,4806,4293,1194,3490.2
929,93,2010,11,Tamil Nadu,The Nilgiris,0.39,1.4,1889.1,126.33333329999999,4393,3111,817,3589.74
930,93,2011,11,Tamil Nadu,The Nilgiris,0.4,1.65,-1.0,24.08333333,3841,2682,1568,4125.0
931,93,2012,11,Tamil Nadu,The Nilgiris,0.29,1.15,1467.6,107.20833329999999,3078,2231,547,3965.52
932,93,2013,11,Tamil Nadu,The Nilgiris,0.33,1.42,1534.2,103.79166670000001,3689,2337,646,4303.03
933,93,2014,11,Tamil Nadu,The Nilgiris,0.03,0.15,1957.1,135.70833330000002,2859,2192,435,5000.0
934,93,2015,11,Tamil Nadu,The Nilgiris,0.32,1.42,1720.7,135.575,2544,2631,648,4437.5
935,94,2012,11,Tamil Nadu,Kanyakumari,12.41,57.88,810.8,62.63333333,5037,1586,2134,4663.98
936,94,2013,11,Tamil Nadu,Kanyakumari,13.62,66.7,1201.4,90.60833333,6693,2406,2873,4897.21
937,94,2014,11,Tamil Nadu,Kanyakumari,13.18,66.94,1316.2,107.24166670000001,7206,3266,3415,5078.91
938,94,2015,11,Tamil Nadu,Kanyakumari,12.96,55.79,1814.1,147.9916667,8089,2793,3581,4304.78
939,96,2005,7,Maharashtra,Thane,139.5,310.6,3563.1,193.8416667,16542,2351,2555,2226.52
940,96,2006,7,Maharashtra,Thane,140.2,257.4,3139.3,165.4666667,18965,2618,2951,1835.95
941,96,2007,7,Maharashtra,Thane,140.6,309.25,2594.7,155.91666669999998,20551,2857,2658,2199.5
942,96,2008,7,Maharashtra,Thane,140.6,303.4,2781.4,154.69166669999998,18098,1866,2059,2157.89
943,96,2009,7,Maharashtra,Thane,138.6,290.76,1990.2,58.30833333,17863,1783,3346,2097.84
944,96,2012,7,Maharashtra,Thane,139.6,362.94,2192.9,122.26666670000002,16722,1911,2218,2599.86
945,96,2013,7,Maharashtra,Thane,139.6,334.0,3026.5,155.7333333,17433,2112,2994,2392.55
946,96,2014,7,Maharashtra,Thane,132.8,328.7,2472.3,100.45833329999999,18932,2116,2487,2475.15
947,96,2015,7,Maharashtra,Thane,133.9,306.5,1827.9,97.5,18891,1843,2580,2289.02
948,97,2005,7,Maharashtra,Raigad,129.5,295.0,3975.7,202.825,11097,704,1081,2277.99
949,97,2006,7,Maharashtra,Raigad,132.2,314.5,3831.9,200.4083333,12789,799,1281,2378.97
950,97,2007,7,Maharashtra,Raigad,133.1,334.62,3757.1,227.7333333,13250,1480,1898,2514.05
951,97,2008,7,Maharashtra,Raigad,132.3,359.8,3323.2,200.8583333,11350,996,2464,2719.58
952,97,2009,7,Maharashtra,Raigad,130.4,329.43,2256.5,89.26666667,11986,3073,1638,2526.3
953,97,2012,7,Maharashtra,Raigad,127.9,333.33,3071.3,177.79166669999998,11443,1017,1905,2606.18
954,97,2013,7,Maharashtra,Raigad,127.9,365.9,3802.7,174.225,11299,1624,2952,2860.83
955,97,2014,7,Maharashtra,Raigad,125.3,350.8,2957.5,128.24166670000002,13595,1392,1817,2799.68
956,97,2015,7,Maharashtra,Raigad,115.6,339.9,2244.4,141.7583333,12719,1412,1989,2940.31
957,98,2005,7,Maharashtra,Ratnagiri,155.9,419.4,3634.6,190.16666669999998,11451,2496,2763,2690.19
958,98,2006,7,Maharashtra,Ratnagiri,156.8,440.4,3698.7,214.69166669999998,13344,3041,3725,2808.67
959,98,2007,7,Maharashtra,Ratnagiri,155.9,410.49,4076.2,266.34166669999996,15426,3649,3601,2633.03
960,98,2008,7,Maharashtra,Ratnagiri,156.0,417.1,2991.2,194.2416667,10343,2861,3569,2673.72
961,98,2009,7,Maharashtra,Ratnagiri,155.9,407.55,2874.4,126.975,11103,2576,4974,2614.18
962,98,2012,7,Maharashtra,Ratnagiri,150.7,428.18,3720.7,204.91666669999998,10795,2032,2663,2841.27
963,98,2013,7,Maharashtra,Ratnagiri,148.9,451.6,4357.4,214.2833333,10968,1877,2402,3032.91
964,98,2014,7,Maharashtra,Ratnagiri,142.5,448.3,3034.5,129.5416667,11034,2296,2706,3145.96
965,98,2015,7,Maharashtra,Ratnagiri,138.2,370.2,2354.0,162.1333333,13365,2951,4214,2678.73
966,99,2005,7,Maharashtra,Nasik,50.3,58.7,1490.7,91.275,67329,15650,37760,1167.0
967,99,2006,7,Maharashtra,Nasik,49.0,49.6,1573.9,88.1,76220,17446,42278,1012.24
968,99,2007,7,Maharashtra,Nasik,50.6,68.4,1195.7,70.51666667,76752,21533,38708,1351.78
969,99,2008,7,Maharashtra,Nasik,51.2,65.8,1184.1,78.15833333,85549,21793,52105,1285.16
970,99,2009,7,Maharashtra,Nasik,48.1,18.84,742.9,30.95833333,91858,26049,53508,391.68
971,99,2012,7,Maharashtra,Nasik,67.9,80.79,950.6,55.0,77097,18791,39087,1189.84
972,99,2013,7,Maharashtra,Nasik,72.6,93.3,1211.6,67.125,91831,22270,51200,1285.12
973,99,2014,7,Maharashtra,Nasik,71.2,86.7,1073.5,57.86666667,89524,26118,47561,1217.7
974,99,2015,7,Maharashtra,Nasik,69.6,101.1,838.7,48.675,80910,24208,50438,1452.59
975,100,2005,7,Maharashtra,Dhule,24.8,35.9,558.3,35.38333333,52970,9783,16878,1447.58
976,100,2006,7,Maharashtra,Dhule,25.1,19.0,942.5,55.64166667,60716,11073,19990,756.97
977,100,2007,7,Maharashtra,Dhule,25.4,34.74,598.1,34.88333333,71213,14529,19852,1367.72
978,100,2008,7,Maharashtra,Dhule,25.8,24.9,472.1,26.56666667,67765,17312,24739,965.12
979,100,2009,7,Maharashtra,Dhule,23.6,15.24,565.7,31.53333333,72245,21342,28162,645.76
980,100,2012,7,Maharashtra,Dhule,27.2,35.76,404.3,19.40833333,72072,19332,24557,1314.71
981,100,2013,7,Maharashtra,Dhule,30.2,30.0,921.1,53.65833333,79135,20672,25474,993.38
982,100,2014,7,Maharashtra,Dhule,18.3,9.0,621.3,32.91666667,77496,24221,26030,491.8
983,100,2015,7,Maharashtra,Dhule,21.2,20.0,540.7,37.24166667,78449,28109,31022,943.4
984,101,2005,7,Maharashtra,Jalgaon,0.2,0.3,541.0,32.75833333,69918,36001,37005,1500.0
985,101,2006,7,Maharashtra,Jalgaon,0.1,0.1,1239.3,73.225,80208,41484,45070,1000.0
986,101,2007,7,Maharashtra,Jalgaon,0.1,0.14,595.4,28.98333333,94338,54208,48087,1400.0
987,101,2008,7,Maharashtra,Jalgaon,0.0,0.0,547.3,33.8,110747,59126,53760,0.0
988,101,2009,7,Maharashtra,Jalgaon,0.2,0.09,594.7,30.81666667,123342,62156,65137,450.0
989,101,2012,7,Maharashtra,Jalgaon,0.03,0.0,408.1,20.21666667,93536,45512,37787,0.0
990,101,2013,7,Maharashtra,Jalgaon,0.0,0.0,929.4,56.525,113324,52694,42771,0.0
991,101,2014,7,Maharashtra,Jalgaon,0.0,0.0,749.1,41.425,118632,62580,45624,0.0
992,101,2015,7,Maharashtra,Jalgaon,0.0,0.0,494.7,37.4,99625,59641,46836,0.0
993,102,2005,7,Maharashtra,Ahmednagar,8.0,3.5,641.5,41.21666667,79537,28889,42624,437.5
994,102,2006,7,Maharashtra,Ahmednagar,8.4,6.6,771.8,53.95833333,89816,32541,47660,785.71
995,102,2007,7,Maharashtra,Ahmednagar,8.6,10.24,591.2,40.78333333,82187,34346,44321,1190.7
996,102,2008,7,Maharashtra,Ahmednagar,9.3,9.1,648.9,48.64166667,84639,29996,52336,978.49
997,102,2009,7,Maharashtra,Ahmednagar,7.4,2.8,521.3,33.275,94643,40595,68845,378.38
998,102,2012,7,Maharashtra,Ahmednagar,7.5,4.61,394.1,25.675,75370,24459,41861,614.67
999,102,2013,7,Maharashtra,Ahmednagar,7.9,19.0,601.2,38.09166667,96741,31912,55264,2405.06
1000,102,2014,7,Maharashtra,Ahmednagar,8.6,2.2,500.5,33.96666667,88315,36445,48178,255.81
1001,102,2015,7,Maharashtra,Ahmednagar,14.0,17.2,473.2,36.54166667,70260,27499,48196,1228.57
